person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
24,105000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,5000,10.99,0.05,N,2,0
29,50000,RENT,3.0,PERSONAL,B,4000,10.37,0.08,N,8,0
23,60000,MORTGAGE,4.0,PERSONAL,C,10000,13.49,0.17,N,3,0
39,12000,RENT,0.0,PERSONAL,C,16000,10.78,0.83,N,12,1
33,140000,RENT,5.0,EDUCATION,B,24000,11.49,0.17,N,5,0
28,44000,MORTGAGE,12.0,MEDICAL,E,7500,15.07,0.18,N,9,1
36,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,15000,7.49,0.25,N,16,0
40,19200,RENT,4.0,DEBTCONSOLIDATION,C,3000,12.99,0.16,Y,15,0
29,68496,RENT,9.0,HOMEIMPROVEMENT,C,10000,11.34,0.15,Y,8,0
22,99600,MORTGAGE,6.0,EDUCATION,A,5000,5.42,0.05,N,3,0
27,52809,MORTGAGE,4.0,HOMEIMPROVEMENT,B,18000,10.62,0.35,N,8,0
24,72000,MORTGAGE,8.0,VENTURE,F,10000,20.89,0.14,N,2,0
25,45000,MORTGAGE,3.0,MEDICAL,B,10000,10.37,0.22,N,2,0
28,120000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,8000,5.42,0.07,N,10,0
25,32000,RENT,0.0,DEBTCONSOLIDATION,A,4000,7.29,0.13,N,4,0
23,38400,RENT,5.0,EDUCATION,C,10000,12.23,0.26,Y,4,0
55,72000,MORTGAGE,0.0,PERSONAL,A,1600,6.39,0.02,N,25,0
22,72000,MORTGAGE,6.0,VENTURE,B,5000,9.99,0.07,N,2,0
29,35000,RENT,12.0,MEDICAL,B,1800,11.49,0.05,N,5,0
36,55000,RENT,11.0,HOMEIMPROVEMENT,D,11000,15.33,0.2,Y,13,0
28,100000,RENT,1.0,EDUCATION,B,10000,11.14,0.1,N,8,0
31,73000,MORTGAGE,5.0,PERSONAL,B,10000,11.99,0.14,N,8,0
32,95000,MORTGAGE,12.0,EDUCATION,B,12000,10.37,0.13,N,10,0
24,19200,RENT,1.0,MEDICAL,C,3000,13.22,0.16,N,2,0
29,36000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,5000,6.99,0.14,N,10,0
23,78000,RENT,7.0,DEBTCONSOLIDATION,A,8100,7.88,0.1,N,4,0
21,40000,RENT,5.0,EDUCATION,A,12000,8.9,0.3,N,4,0
29,120000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5000,7.29,0.04,N,6,0
35,110000,MORTGAGE,9.0,HOMEIMPROVEMENT,D,25000,14.59,0.23,N,8,0
25,45000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,4000,11.99,0.09,N,2,0
28,44000,RENT,6.0,MEDICAL,A,5000,7.29,0.11,N,5,0
30,70000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,10000,7.88,0.14,N,10,0
21,38400,RENT,5.0,EDUCATION,B,7000,10.59,0.18,N,3,0
27,125000,MORTGAGE,7.0,PERSONAL,A,10000,7.49,0.08,N,6,0
39,54000,RENT,7.0,HOMEIMPROVEMENT,A,2500,8.9,0.05,N,11,0
32,115000,RENT,1.0,HOMEIMPROVEMENT,A,5000,7.51,0.04,N,8,0
53,44000,OWN,2.0,PERSONAL,D,5000,15.65,0.11,N,23,0
24,33000,RENT,8.0,VENTURE,A,10000,7.51,0.3,N,2,0
37,45000,RENT,0.0,PERSONAL,C,15000,13.06,0.33,N,15,1
37,24000,RENT,0.0,PERSONAL,B,6000,8.88,0.25,N,14,0
22,87000,MORTGAGE,1.0,PERSONAL,A,2500,5.42,0.03,N,3,0
35,105000,MORTGAGE,8.0,EDUCATION,C,15000,14.27,0.14,Y,10,0
30,60000,MORTGAGE,14.0,VENTURE,A,8000,7.14,0.13,N,9,0
22,40000,RENT,0.0,EDUCATION,C,16000,13.06,0.4,Y,4,1
28,70000,MORTGAGE,12.0,PERSONAL,A,5000,6.03,0.07,N,6,0
29,25000,RENT,0.0,EDUCATION,B,2050,11.99,0.09,N,8,0
28,175000,MORTGAGE,11.0,PERSONAL,A,7550,7.9,0.04,N,7,0
31,75000,RENT,4.0,EDUCATION,C,3000,13.49,0.04,Y,5,0
25,36000,OWN,2.0,HOMEIMPROVEMENT,A,6000,7.49,0.17,N,4,0
31,100000,RENT,0.0,HOMEIMPROVEMENT,B,10000,11.89,0.1,N,9,0
24,70000,RENT,0.0,DEBTCONSOLIDATION,C,8000,12.73,0.11,N,3,0
39,140000,MORTGAGE,14.0,VENTURE,A,1800,6.03,0.01,N,11,0
26,33300,RENT,2.0,DEBTCONSOLIDATION,C,13250,13.57,0.4,Y,2,1
23,60000,RENT,4.0,EDUCATION,B,10000,11.71,0.17,N,3,0
33,65000,MORTGAGE,3.0,PERSONAL,B,3000,10.75,0.05,N,7,0
23,105000,MORTGAGE,7.0,EDUCATION,B,8000,10.65,0.08,N,2,0
22,54000,RENT,5.0,EDUCATION,D,6000,16.32,0.11,Y,2,1
24,54000,RENT,5.0,DEBTCONSOLIDATION,D,10000,15.37,0.19,Y,4,1
21,57000,OWN,5.0,MEDICAL,B,20000,10.99,0.38,N,4,0
44,30000,RENT,2.0,DEBTCONSOLIDATION,B,8000,10.99,0.27,N,14,0
27,46344,RENT,9.0,VENTURE,B,3500,11.36,0.08,N,9,0
28,65000,MORTGAGE,12.0,EDUCATION,C,6000,13.49,0.09,N,6,0
24,69000,RENT,0.0,HOMEIMPROVEMENT,D,20000,15.65,0.29,Y,4,1
22,27600,MORTGAGE,1.0,PERSONAL,C,4000,14.35,0.14,N,4,0
23,75000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,12000,6.03,0.16,N,3,0
27,48000,RENT,5.0,DEBTCONSOLIDATION,C,4200,13.11,0.09,N,6,0
31,80000,MORTGAGE,9.0,MEDICAL,A,8000,7.14,0.1,N,7,0
21,90000,MORTGAGE,5.0,MEDICAL,A,7000,7.14,0.08,N,3,0
25,42000,RENT,7.0,VENTURE,A,10000,7.51,0.24,N,3,0
23,25000,RENT,0.0,MEDICAL,A,6000,7.9,0.24,N,3,0
22,36000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,5500,9.88,0.15,N,2,0
27,54000,MORTGAGE,11.0,DEBTCONSOLIDATION,D,10000,14.59,0.19,Y,7,1
27,47000,RENT,0.0,PERSONAL,E,16000,16.35,0.34,N,6,1
23,40000,RENT,5.0,MEDICAL,B,13000,11.48,0.33,N,2,0
22,40000,MORTGAGE,5.0,EDUCATION,A,6400,6.91,0.16,N,2,0
23,80000,RENT,6.0,EDUCATION,B,8000,10.59,0.1,N,3,0
21,192000,MORTGAGE,123.0,VENTURE,B,20000,11.49,0.1,N,2,0
22,70000,MORTGAGE,6.0,EDUCATION,A,2500,6.39,0.03,N,2,0
23,45000,RENT,0.0,EDUCATION,A,4000,7.9,0.09,N,3,0
29,55000,RENT,0.0,HOMEIMPROVEMENT,A,7500,5.79,0.14,N,9,0
31,35000,RENT,4.0,PERSONAL,A,5000,6.03,0.14,N,9,0
36,59000,MORTGAGE,5.0,VENTURE,C,5000,14.17,0.08,Y,11,0
31,23004,RENT,2.0,PERSONAL,B,4800,9.91,0.21,N,10,0
30,70000,MORTGAGE,14.0,VENTURE,A,12000,6.03,0.17,N,8,0
24,50000,RENT,3.0,MEDICAL,A,6000,7.29,0.12,N,3,0
25,50000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,10000,14.79,0.2,N,3,0
32,27000,RENT,3.0,MEDICAL,C,7500,13.57,0.27,Y,8,0
30,37000,RENT,0.0,MEDICAL,A,9000,7.51,0.24,N,5,0
22,31200,RENT,1.0,EDUCATION,B,3200,10.99,0.1,N,3,0
29,60000,MORTGAGE,13.0,MEDICAL,A,1200,6.76,0.02,N,5,0
26,105000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,23750,12.42,0.24,N,3,0
28,90000,MORTGAGE,1.0,MEDICAL,A,15000,8.49,0.17,N,7,0
23,65000,MORTGAGE,7.0,EDUCATION,A,15000,8.94,0.23,N,4,0
26,54000,MORTGAGE,4.0,MEDICAL,C,6000,13.22,0.11,Y,2,1
26,85000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,3600,6.03,0.04,N,3,0
26,115500,MORTGAGE,2.0,EDUCATION,B,10000,10.95,0.09,N,3,0
26,44960,RENT,9.0,PERSONAL,B,11000,9.91,0.24,N,2,0
26,30000,RENT,0.0,VENTURE,B,3000,11.99,0.1,N,2,0
26,120000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,9.99,0.13,N,3,0
29,50000,MORTGAGE,14.0,MEDICAL,A,6000,6.92,0.12,N,6,0
24,50000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,13600,6.03,0.27,N,3,0
32,42000,MORTGAGE,2.0,VENTURE,A,4000,8.59,0.1,N,6,0
23,80000,RENT,3.0,EDUCATION,A,20000,7.66,0.25,N,2,0
24,49000,RENT,8.0,VENTURE,B,5000,9.91,0.1,N,4,0
33,33996,MORTGAGE,3.0,PERSONAL,C,10000,13.8,0.29,Y,8,0
25,48000,RENT,3.0,VENTURE,B,5000,12.42,0.1,N,2,0
24,112000,MORTGAGE,0.0,VENTURE,A,13000,8.94,0.11,N,3,0
23,72000,RENT,3.0,EDUCATION,A,18000,5.79,0.28,N,4,0
30,54400,RENT,1.0,MEDICAL,E,20000,17.19,0.28,Y,9,1
32,43000,MORTGAGE,8.0,MEDICAL,A,15000,7.49,0.35,N,6,0
23,36000,MORTGAGE,3.0,EDUCATION,C,2500,13.35,0.07,N,2,0
25,95000,MORTGAGE,5.0,VENTURE,B,25000,9.62,0.26,N,3,0
31,113135,MORTGAGE,9.0,EDUCATION,B,25000,9.99,0.22,N,8,0
29,64000,RENT,8.0,DEBTCONSOLIDATION,B,25000,11.83,0.39,N,6,1
22,24432,OWN,0.0,EDUCATION,B,2500,11.86,0.1,N,3,0
40,68000,MORTGAGE,4.0,EDUCATION,D,8700,15.58,0.12,Y,16,0
24,90000,MORTGAGE,6.0,PERSONAL,B,16000,10.99,0.18,N,3,0
24,38000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,15000,6.54,0.39,N,3,0
27,75000,MORTGAGE,12.0,PERSONAL,A,12000,7.88,0.16,N,9,0
23,60000,RENT,0.0,VENTURE,A,8000,7.29,0.13,N,4,0
39,46000,RENT,3.0,PERSONAL,B,6000,10.99,0.13,N,14,0
22,65600,MORTGAGE,5.0,MEDICAL,A,5600,9.63,0.08,N,4,0
23,36000,RENT,7.0,DEBTCONSOLIDATION,C,2000,14.72,0.06,Y,3,0
23,70000,MORTGAGE,7.0,PERSONAL,A,10000,7.49,0.14,N,4,0
22,78000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,25000,15.95,0.32,N,4,1
32,65000,RENT,2.0,HOMEIMPROVEMENT,B,7000,11.49,0.11,N,6,0
27,52000,MORTGAGE,5.0,VENTURE,A,4000,7.9,0.08,N,7,0
24,47232,MORTGAGE,4.0,VENTURE,E,10000,19.42,0.21,N,4,0
25,66000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,8000,6.62,0.12,N,3,0
31,120000,MORTGAGE,3.0,MEDICAL,B,25000,10.65,0.21,N,10,0
24,63600,RENT,7.0,DEBTCONSOLIDATION,B,5000,11.49,0.08,N,4,0
24,75555,MORTGAGE,4.0,MEDICAL,B,7200,10.39,0.09,N,2,0
22,34800,RENT,3.0,PERSONAL,A,7700,9.32,0.23,N,2,0
38,65000,MORTGAGE,13.0,VENTURE,A,5000,6.03,0.08,N,17,0
30,100000,RENT,2.0,MEDICAL,A,3000,7.88,0.03,N,8,0
22,50000,RENT,2.0,EDUCATION,B,8400,11.71,0.17,N,3,0
27,120000,RENT,3.0,HOMEIMPROVEMENT,B,13500,10.0,0.11,N,6,0
31,50000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,3000,6.03,0.06,N,7,0
25,42000,RENT,3.0,EDUCATION,C,6000,12.87,0.14,N,4,0
22,50000,MORTGAGE,6.0,EDUCATION,A,10000,7.14,0.2,N,4,0
26,58000,MORTGAGE,9.0,VENTURE,B,4000,9.99,0.07,N,3,0
27,106000,MORTGAGE,11.0,MEDICAL,B,12000,12.69,0.11,N,10,0
25,50000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,8000,6.62,0.16,N,2,0
33,45000,RENT,4.0,EDUCATION,D,10000,15.95,0.22,N,7,0
27,43200,RENT,8.0,MEDICAL,C,5000,12.87,0.12,N,8,0
31,70000,OWN,3.0,EDUCATION,A,7200,7.88,0.1,N,10,0
22,54000,RENT,2.0,EDUCATION,C,20000,13.79,0.36,Y,3,1
30,60000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,5000,7.51,0.08,N,10,0
22,42500,RENT,2.0,DEBTCONSOLIDATION,A,7000,7.49,0.16,N,3,0
25,40000,MORTGAGE,9.0,EDUCATION,C,7000,11.78,0.17,Y,4,0
25,36000,RENT,2.0,MEDICAL,B,5000,12.21,0.14,N,2,0
24,79000,MORTGAGE,5.0,EDUCATION,D,20000,14.54,0.25,Y,4,0
22,55000,OWN,6.0,VENTURE,A,3500,5.42,0.06,N,4,0
26,90000,RENT,0.0,HOMEIMPROVEMENT,A,10000,5.79,0.11,N,2,0
22,54000,MORTGAGE,6.0,EDUCATION,C,3000,13.99,0.06,N,3,0
30,108000,RENT,1.0,PERSONAL,D,20000,15.05,0.19,N,6,1
26,60996,RENT,0.0,HOMEIMPROVEMENT,E,16400,17.99,0.27,N,2,1
27,80000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,9000,6.99,0.11,N,6,0
23,43000,RENT,7.0,EDUCATION,C,12000,13.11,0.28,N,3,0
23,83004,MORTGAGE,7.0,PERSONAL,A,3500,6.39,0.04,N,3,0
28,60000,RENT,1.0,MEDICAL,A,3000,7.51,0.05,N,8,0
29,60000,RENT,4.0,VENTURE,D,9000,15.62,0.15,Y,6,0
28,80000,MORTGAGE,5.0,VENTURE,A,18000,7.9,0.23,N,5,0
25,80000,RENT,4.0,PERSONAL,A,12000,7.51,0.15,N,2,0
23,40000,OWN,7.0,EDUCATION,A,5000,5.42,0.13,N,3,0
24,91800,MORTGAGE,6.0,MEDICAL,C,16000,14.22,0.15,N,3,1
26,40000,RENT,2.0,MEDICAL,B,3000,12.18,0.07,N,3,0
37,60000,RENT,7.0,MEDICAL,A,7000,6.91,0.12,N,15,0
60,50000,RENT,5.0,MEDICAL,B,9000,10.65,0.18,N,25,0
28,50000,RENT,1.0,EDUCATION,A,3000,7.9,0.06,N,7,0
22,63000,RENT,1.0,EDUCATION,C,6500,15.96,0.1,N,3,0
36,42000,RENT,2.0,MEDICAL,D,10000,14.91,0.24,Y,14,1
27,92000,MORTGAGE,11.0,VENTURE,A,12000,7.49,0.13,N,7,0
25,34000,RENT,4.0,MEDICAL,A,1500,6.76,0.04,N,2,0
26,52500,MORTGAGE,9.0,PERSONAL,A,20000,7.88,0.38,N,3,0
29,50000,RENT,13.0,HOMEIMPROVEMENT,A,12000,7.51,0.24,N,5,0
29,43000,RENT,2.0,VENTURE,A,4000,7.14,0.09,N,7,0
36,45996,MORTGAGE,6.0,DEBTCONSOLIDATION,C,2000,13.61,0.05,Y,14,0
25,52400,MORTGAGE,3.0,HOMEIMPROVEMENT,B,4000,10.62,0.08,N,4,0
24,69000,RENT,8.0,EDUCATION,B,8000,9.99,0.12,N,4,1
28,80000,RENT,4.0,DEBTCONSOLIDATION,B,25000,12.69,0.31,N,8,1
30,118000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,35000,17.58,0.3,N,6,0
30,54000,MORTGAGE,1.0,PERSONAL,A,6000,8.59,0.11,N,7,0
31,48000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,7000,8.94,0.15,N,9,0
24,69000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,15000,15.99,0.22,N,3,1
25,48000,RENT,0.0,MEDICAL,E,13000,15.68,0.27,Y,2,1
29,75000,RENT,0.0,PERSONAL,B,22000,10.62,0.29,N,6,0
46,56004,MORTGAGE,5.0,MEDICAL,B,20000,11.48,0.36,N,13,0
22,85000,MORTGAGE,4.0,EDUCATION,A,7500,5.42,0.09,N,4,0
34,45000,MORTGAGE,2.0,MEDICAL,A,6400,9.63,0.14,N,5,0
23,72000,RENT,7.0,EDUCATION,A,10000,7.66,0.14,N,3,0
25,60000,MORTGAGE,9.0,VENTURE,A,9000,7.51,0.15,N,2,0
29,33000,RENT,3.0,MEDICAL,B,1500,10.59,0.05,N,10,0
27,38000,RENT,0.0,PERSONAL,A,3000,8.9,0.08,N,10,0
40,45000,RENT,3.0,MEDICAL,B,8000,10.38,0.18,N,17,0
28,54000,RENT,5.0,MEDICAL,C,10000,13.49,0.19,Y,10,0
22,48000,RENT,0.0,EDUCATION,C,5000,14.26,0.1,Y,3,0
30,180000,MORTGAGE,2.0,EDUCATION,B,20000,12.42,0.11,N,8,0
31,110000,RENT,12.0,EDUCATION,A,10000,9.63,0.09,N,7,0
31,70000,MORTGAGE,8.0,MEDICAL,A,4500,7.49,0.06,N,8,0
30,54000,MORTGAGE,5.0,VENTURE,B,6300,10.99,0.12,N,7,0
23,48000,RENT,3.0,EDUCATION,A,6000,6.03,0.13,N,4,0
24,29004,RENT,1.0,VENTURE,B,2000,11.49,0.07,N,2,0
21,110000,RENT,2.0,VENTURE,B,3500,11.86,0.03,N,2,0
30,102000,MORTGAGE,5.0,HOMEIMPROVEMENT,E,12000,15.68,0.12,N,7,0
31,70000,MORTGAGE,6.0,MEDICAL,A,10000,7.74,0.14,N,9,0
37,100000,MORTGAGE,3.0,PERSONAL,A,16000,6.99,0.16,N,12,0
23,59000,MORTGAGE,7.0,VENTURE,A,12000,6.17,0.2,N,2,0
23,40000,RENT,3.0,EDUCATION,A,5600,7.9,0.14,N,2,0
28,120000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,12000,8.94,0.1,N,10,0
49,62900,RENT,1.0,MEDICAL,D,8825,16.49,0.13,N,17,1
27,64000,RENT,0.0,MEDICAL,A,12800,8.38,0.2,N,6,0
22,107000,MORTGAGE,3.0,EDUCATION,C,4000,12.73,0.04,N,4,0
21,45000,RENT,1.0,DEBTCONSOLIDATION,A,4500,7.51,0.1,N,2,0
23,45504,RENT,2.0,MEDICAL,C,2000,14.72,0.04,N,4,0
28,28800,RENT,8.0,EDUCATION,B,6250,10.38,0.21,N,8,0
30,38004,RENT,2.0,DEBTCONSOLIDATION,A,10000,7.88,0.26,N,5,0
24,50000,RENT,2.0,PERSONAL,B,6000,10.59,0.12,N,3,0
31,36996,RENT,5.0,VENTURE,A,8000,7.51,0.22,N,5,0
22,32112,MORTGAGE,4.0,HOMEIMPROVEMENT,C,12000,13.98,0.37,Y,3,0
37,75000,RENT,0.0,MEDICAL,B,12000,10.99,0.16,N,16,0
26,31200,RENT,1.0,PERSONAL,C,3200,13.49,0.1,Y,4,0
21,45000,MORTGAGE,5.0,VENTURE,A,1200,7.75,0.03,N,4,0
32,72000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,6.62,0.14,N,10,0
37,53196,RENT,17.0,PERSONAL,A,3000,6.03,0.06,N,11,0
38,48000,RENT,5.0,MEDICAL,A,4000,7.88,0.08,N,17,0
21,48000,MORTGAGE,5.0,PERSONAL,A,3500,7.14,0.07,N,3,0
26,45136,MORTGAGE,10.0,HOMEIMPROVEMENT,E,8000,17.93,0.18,N,3,0
25,65000,MORTGAGE,9.0,PERSONAL,B,14400,9.88,0.23,N,3,0
29,45000,MORTGAGE,1.0,EDUCATION,A,5000,8.0,0.11,N,5,0
29,200000,MORTGAGE,7.0,EDUCATION,A,18000,7.88,0.09,N,5,0
23,90000,RENT,8.0,PERSONAL,E,24000,17.56,0.27,N,2,0
53,114054,MORTGAGE,3.0,PERSONAL,A,35000,8.9,0.31,N,26,0
30,40000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,3000,7.29,0.07,N,7,0
28,82000,RENT,1.0,HOMEIMPROVEMENT,B,17000,10.59,0.21,N,5,0
21,45600,MORTGAGE,5.0,VENTURE,A,4000,7.51,0.09,N,3,0
24,45792,RENT,3.0,DEBTCONSOLIDATION,A,17000,8.49,0.37,N,14,1
27,36000,RENT,5.0,PERSONAL,B,6000,11.49,0.17,N,6,0
33,25062,RENT,1.0,EDUCATION,A,4000,7.49,0.16,N,9,0
23,50000,RENT,3.0,VENTURE,B,20000,10.75,0.4,N,3,1
23,29856,RENT,6.0,PERSONAL,A,10300,6.62,0.34,N,2,1
22,100000,MORTGAGE,4.0,EDUCATION,C,10000,13.61,0.1,Y,3,0
24,80000,MORTGAGE,8.0,VENTURE,D,5000,15.62,0.06,N,3,0
22,75000,MORTGAGE,6.0,EDUCATION,B,8000,11.49,0.11,N,3,0
29,32000,MORTGAGE,0.0,PERSONAL,B,6500,11.83,0.2,N,5,0
24,47000,RENT,0.0,EDUCATION,B,4000,10.74,0.09,N,4,0
28,60000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,5000,7.51,0.08,N,8,0
24,40000,RENT,0.0,MEDICAL,A,3000,7.68,0.07,N,2,0
28,48000,RENT,1.0,VENTURE,C,15000,13.48,0.31,Y,7,1
34,150000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,4000,6.99,0.03,N,9,0
36,35000,RENT,0.0,VENTURE,A,10000,7.29,0.29,N,14,0
23,60000,OWN,8.0,VENTURE,A,15000,7.9,0.25,N,2,0
28,20000,RENT,2.0,DEBTCONSOLIDATION,C,5000,13.48,0.25,Y,7,0
24,42000,RENT,8.0,MEDICAL,B,9600,11.11,0.23,N,4,0
26,50000,OWN,5.0,HOMEIMPROVEMENT,A,7000,7.14,0.14,N,2,0
45,38400,OWN,2.0,VENTURE,B,10000,10.99,0.26,N,12,0
25,110000,RENT,4.0,DEBTCONSOLIDATION,B,12000,11.12,0.11,N,3,0
24,62500,RENT,1.0,EDUCATION,C,12000,13.22,0.19,N,4,0
22,27600,RENT,0.0,EDUCATION,C,7500,12.73,0.28,Y,4,1
23,60000,RENT,0.0,PERSONAL,A,7000,6.03,0.12,N,3,0
27,66000,MORTGAGE,11.0,PERSONAL,A,10500,8.49,0.16,N,7,0
30,55000,MORTGAGE,9.0,PERSONAL,B,15000,11.48,0.27,N,9,0
23,54000,RENT,3.0,DEBTCONSOLIDATION,A,2000,8.49,0.04,N,4,0
29,110000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,18000,10.37,0.16,N,6,0
30,70000,RENT,0.0,DEBTCONSOLIDATION,B,15000,11.89,0.21,N,6,0
26,55000,MORTGAGE,10.0,PERSONAL,A,6000,8.49,0.11,N,3,0
23,81600,MORTGAGE,7.0,EDUCATION,A,5000,7.49,0.06,N,4,0
22,50000,RENT,1.0,VENTURE,A,9000,8.94,0.18,N,3,0
41,26400,RENT,5.0,PERSONAL,B,4750,10.62,0.18,N,14,1
27,44000,RENT,5.0,HOMEIMPROVEMENT,C,8000,15.23,0.18,N,9,1
23,50000,RENT,0.0,EDUCATION,A,10000,9.63,0.2,N,3,0
28,50000,RENT,0.0,PERSONAL,C,12000,13.48,0.24,N,7,0
23,60000,RENT,0.0,MEDICAL,A,16800,6.54,0.28,N,2,0
24,60000,RENT,5.0,MEDICAL,B,2800,9.7,0.05,N,4,0
31,125000,MORTGAGE,6.0,PERSONAL,D,20000,15.95,0.16,N,10,0
21,84000,RENT,5.0,MEDICAL,A,10000,5.99,0.12,N,4,0
35,65000,RENT,0.0,EDUCATION,B,3000,12.42,0.05,N,7,0
37,24000,RENT,2.0,HOMEIMPROVEMENT,C,2000,13.48,0.08,Y,14,1
25,32000,MORTGAGE,9.0,PERSONAL,B,2500,11.86,0.08,N,4,1
28,141000,MORTGAGE,3.0,VENTURE,A,10000,7.49,0.07,N,7,0
30,60000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,5000,11.58,0.08,N,10,0
22,41000,RENT,2.0,DEBTCONSOLIDATION,A,4500,7.66,0.11,N,3,0
36,40000,OWN,2.0,HOMEIMPROVEMENT,B,13200,11.48,0.33,N,16,0
28,36000,MORTGAGE,2.0,PERSONAL,C,5000,12.53,0.14,Y,10,0
24,60000,RENT,0.0,VENTURE,A,4200,7.88,0.07,N,2,0
32,61000,RENT,1.0,DEBTCONSOLIDATION,B,12500,9.99,0.2,N,6,0
24,30000,RENT,7.0,DEBTCONSOLIDATION,B,9000,12.42,0.3,N,3,0
31,54000,MORTGAGE,11.0,HOMEIMPROVEMENT,E,5400,17.74,0.1,N,5,1
32,110000,MORTGAGE,5.0,EDUCATION,B,15000,11.48,0.14,N,9,0
29,50000,RENT,4.0,VENTURE,B,2000,10.99,0.04,N,9,0
32,65004,RENT,2.0,MEDICAL,C,13000,12.53,0.2,N,7,0
22,66000,MORTGAGE,5.0,MEDICAL,B,21000,12.69,0.3,N,3,1
22,60000,MORTGAGE,3.0,VENTURE,B,8000,10.0,0.13,N,2,0
33,45300,RENT,2.0,PERSONAL,E,17000,16.63,0.38,Y,6,1
28,50000,RENT,5.0,HOMEIMPROVEMENT,B,8000,11.49,0.16,N,7,0
31,36000,MORTGAGE,15.0,MEDICAL,B,14125,10.65,0.39,N,9,0
37,60000,OWN,3.0,HOMEIMPROVEMENT,A,10000,7.51,0.17,N,11,0
31,95000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,15000,13.49,0.16,Y,9,0
24,67000,RENT,8.0,PERSONAL,B,25000,10.99,0.37,N,2,1
26,54000,RENT,0.0,EDUCATION,B,10000,12.42,0.19,N,4,1
22,50000,MORTGAGE,4.0,EDUCATION,A,17500,7.49,0.34,N,4,0
25,62217,RENT,0.0,DEBTCONSOLIDATION,C,2400,11.66,0.04,N,3,0
22,70000,MORTGAGE,3.0,EDUCATION,A,7000,7.49,0.1,N,3,0
32,168000,MORTGAGE,12.0,VENTURE,B,24250,10.62,0.14,N,10,0
23,95000,MORTGAGE,7.0,VENTURE,B,24000,11.83,0.25,N,2,0
31,65000,MORTGAGE,15.0,EDUCATION,C,5500,13.99,0.08,Y,5,0
30,48000,RENT,0.0,HOMEIMPROVEMENT,A,4000,8.0,0.08,N,7,0
29,30000,RENT,0.0,MEDICAL,A,8000,9.32,0.27,N,7,0
23,39900,RENT,0.0,PERSONAL,C,12000,12.98,0.3,N,2,0
24,55000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,9000,9.88,0.16,N,3,0
21,70000,RENT,5.0,EDUCATION,A,12000,7.51,0.17,N,3,0
24,60000,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.05,0.42,Y,4,1
26,52000,RENT,3.0,EDUCATION,A,7000,6.91,0.13,N,2,0
26,53000,RENT,2.0,EDUCATION,C,4000,13.47,0.08,N,4,0
29,38004,RENT,6.0,EDUCATION,C,5000,15.23,0.13,Y,8,0
26,120000,MORTGAGE,4.0,MEDICAL,B,6000,9.99,0.05,N,4,0
32,88000,RENT,7.0,HOMEIMPROVEMENT,E,3600,19.69,0.04,N,9,1
27,75000,RENT,2.0,PERSONAL,A,6000,9.63,0.08,N,5,0
26,33000,RENT,2.0,MEDICAL,C,6000,12.99,0.18,Y,4,0
28,100000,MORTGAGE,12.0,EDUCATION,A,8000,6.03,0.08,N,6,0
31,40000,RENT,3.0,PERSONAL,C,8400,13.61,0.21,N,10,0
24,46000,RENT,3.0,MEDICAL,A,5000,7.29,0.11,N,2,0
29,60000,RENT,5.0,MEDICAL,C,15000,12.99,0.25,Y,8,0
28,84996,MORTGAGE,12.0,PERSONAL,C,8000,13.61,0.09,Y,10,0
22,41000,MORTGAGE,6.0,EDUCATION,B,4000,10.37,0.1,N,3,0
